,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,m2_living,m2_lot,m2_above,m2_basement,m2_living15,m2_lot15
23,233000.0,3.0,2.0,1.5,0.0,0.0,Buena,0.46153846153846156,1941,0,47.3048,-122.218,158.8628762541806,436.3619472315125,158.8628762541806,0.0,95.68933481976961,437.10516536603495
24,937000.0,3.0,1.75,2.0,0.0,0.0,Ok,0.6153846153846154,1915,0,47.6386,-122.36,227.61055369751023,250.00000000000003,162.57896692679302,65.03158677071721,163.50798959494614,331.9397993311037
25,667000.0,3.0,1.0,1.5,0.0,0.0,Buena,0.6153846153846154,1909,0,47.6221,-122.314,130.06317354143442,146.8784838350056,130.06317354143442,0.0,172.79821627647715,358.69565217391306
26,438000.0,3.0,2.5,1.0,0.0,0.0,Ok,0.5384615384615384,1948,0,47.695,-122.304,141.21144555927165,592.7164622816797,73.39279078409514,67.81865477517651,141.21144555927165,579.2456335934597
27,719000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,2005,0,47.7073,-122.11,238.75882571534746,666.3879598662207,238.75882571534746,0.0,244.33296172426608,559.8290598290598
28,580500.0,3.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,2003,0,47.5391,-122.07,215.5332590115199,369.751021924935,215.5332590115199,0.0,239.68784838350058,369.751021924935
29,687500.0,4.0,1.75,1.5,0.0,0.0,Buena,0.5384615384615384,1929,0,47.6823,-122.368,216.462281679673,464.5113340765515,140.28242289111856,76.17985878855444,135.63730955035302,464.5113340765515
30,535000.0,3.0,1.0,1.5,0.0,0.0,Buena,0.6153846153846154,1929,0,47.6889,-122.375,101.26347082868823,278.7068004459309,101.26347082868823,0.0,145.85655890003716,471.94351542177634
31,322500.0,4.0,2.75,1.0,0.0,0.0,Ok,0.5384615384615384,1981,0,47.4276,-122.157,191.37866963953923,618.6361947231513,118.91490152359718,27.05194546503057,187.66257896692682,810.1077666295058
32,696000.0,3.0,2.5,1.5,0.0,0.0,Ok,0.6153846153846154,1930,0,47.6827,-122.31,213.67521367521368,284.2809364548495,140.28242289111856,73.39279078409514,147.71460423634338,303.23299888517283
33,550000.0,4.0,1.0,1.0,0.0,0.0,Mala,0.38461538461538464,1933,0,47.6621,-122.132,154.2177629134151,3237.458193979933,86.39910813823857,67.81865477517651,200.66889632107024,1065.3102935711631
34,640000.0,4.0,2.0,2.0,0.0,0.0,Buena,0.6153846153846154,1904,0,47.6702,-122.362,219.2493496841323,557.4136008918618,219.2493496841323,0.0,160.72092159048682,436.64065403195843
35,240000.0,4.0,1.0,1.0,0.0,0.0,Mala,0.5384615384615384,1969,0,47.3341,-122.282,113.34076551467857,750.1858045336306,82.68301746562616,30.657748049052397,119.84392419175029,724.6376811594204
36,605000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,1996,0,47.5301,-122.18,243.403939056113,701.6908212560387,243.403939056113,0.0,243.403939056113,1104.0505388331476
37,625000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.6923076923076923,2000,0,47.6145,-122.027,238.75882571534746,512.8205128205128,238.75882571534746,0.0,229.46859903381645,526.662950575994
38,775000.0,4.0,2.25,1.0,0.0,0.0,Ok,0.6153846153846154,1984,0,47.445,-122.347,392.04756596060946,2246.9342251950948,241.54589371980677,150.5016722408027,223.89446302489782,2844.3887030843553
39,861990.0,5.0,2.75,2.0,0.0,0.0,Ok,0.6923076923076923,2014,0,47.6848,-122.016,333.9836492010405,523.8758825715348,333.9836492010405,0.0,336.7707172054998,523.8758825715348
40,685000.0,3.0,1.0,2.0,0.0,0.0,Ok,0.5384615384615384,1922,0,47.6413,-122.364,145.85655890003716,211.8171683389075,145.85655890003716,0.0,146.78558156819028,245.26198439241918
41,309000.0,3.0,1.0,1.0,0.0,0.0,Buena,0.46153846153846156,1959,0,47.4485,-122.175,118.91490152359718,897.0642883686362,85.47008547008548,33.44481605351171,124.4890375325158,818.2831661092531
42,488000.0,3.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,2003,0,47.7443,-121.977,293.57116313638056,1263.749535488666,293.57116313638056,0.0,283.3519137866964,857.6737272389447
43,210490.0,3.0,1.0,1.0,0.0,0.0,Ok,0.46153846153846156,1966,0,47.3066,-122.371,91.9732441471572,792.2705314009662,91.9732441471572,0.0,114.08398364920104,821.2560386473431
44,450000.0,3.0,1.75,1.0,0.0,0.0,Buena,0.5384615384615384,1953,0,47.6796,-122.301,116.12783351913788,553.9762170196954,116.12783351913788,0.0,90.11519881085098,473.80156075808253
45,1350000.0,3.0,2.5,1.0,1.0,2.0,Buena,0.6923076923076923,1953,0,47.4041,-122.451,255.75994054254926,6039.111854329246,201.1334076551468,54.626532887402455,248.9780750650316,6736.6220735785955
46,345000.0,5.0,2.5,1.0,0.0,0.0,Buena,0.6153846153846154,1966,0,47.4934,-122.189,292.64214046822747,848.5693050910443,152.35971757710888,140.28242289111856,184.8755109624675,848.476402824229
47,600000.0,3.0,1.75,1.0,0.0,0.0,Buena,0.5384615384615384,1950,0,47.6808,-122.384,130.99219620958752,379.041248606466,92.9022668153103,38.08992939427722,130.99219620958752,379.041248606466
48,920000.0,5.0,2.25,1.5,0.0,0.0,Ok,0.6153846153846154,1927,0,47.6571,-122.281,253.62318840579712,557.4136008918618,197.88182831661095,55.74136008918618,253.62318840579712,557.4136008918618
49,292500.0,4.0,2.5,2.0,0.0,0.0,Ok,0.5384615384615384,2008,0,47.3663,-122.114,209.03010033444818,417.5956893348198,209.03010033444818,0.0,209.03010033444818,418.06020066889636
50,301000.0,3.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,2003,0,47.3663,-122.122,224.8234856930509,441.2857673727239,224.8234856930509,0.0,249.9070977331847,441.2857673727239
51,951000.0,5.0,3.25,2.0,0.0,4.0,Buena,0.6153846153846154,1968,0,47.588,-122.116,301.9323671497585,1332.4043106651802,301.9323671497585,0.0,274.9907097733185,1026.012634708287
52,430000.0,4.0,3.0,1.0,0.0,0.0,Ok,0.6153846153846154,1991,0,47.5059,-122.149,171.86919360832405,926.7930137495356,171.86919360832405,0.0,210.88814567075437,793.5711631363806
53,650000.0,3.0,2.25,1.0,0.0,3.0,Buena,0.6153846153846154,1959,0,47.4336,-122.339,199.73987365291714,1972.7796358231142,147.71460423634338,52.02526941657377,238.75882571534746,1755.8528428093646
54,505000.0,3.0,1.75,2.0,0.0,0.0,Buena,0.6153846153846154,1973,0,47.4428,-122.344,234.02081010776664,807.3206986250465,234.02081010776664,0.0,232.25566703827576,882.5715347454478
55,549000.0,3.0,1.75,3.0,0.0,0.0,Ok,0.6153846153846154,2014,0,47.6765,-122.32,143.06949089557787,96.98996655518395,143.06949089557787,0.0,146.78558156819028,287.06800445930884
56,425000.0,3.0,2.25,1.0,0.0,0.0,Ok,0.5384615384615384,1979,0,47.6113,-122.297,154.2177629134151,557.4136008918618,103.12151616499443,51.09624674842066,133.77926421404683,379.041248606466
57,317625.0,3.0,2.75,1.5,0.0,0.0,Buena,0.5384615384615384,1925,0,47.5747,-122.304,257.3392790784095,353.86473429951695,164.43701226309923,92.9022668153103,133.77926421404683,371.6090672612412
58,975000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.7692307692307693,1989,0,47.5815,-122.192,252.69416573764403,1399.9172304044362,252.69416573764403,0.0,255.4812337421033,1026.4771460423635
59,287000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.5384615384615384,2005,0,47.3378,-122.257,208.10107766629508,431.80973615756227,208.10107766629508,0.0,206.33593459680418,423.35562987736904
60,204000.0,3.0,1.0,1.0,0.0,0.0,Buena,0.5384615384615384,1968,0,47.3621,-122.11,92.9022668153103,1121.3303604607954,92.9022668153103,0.0,93.83128948346341,1173.8201412114456
61,1325000.0,5.0,2.25,1.0,0.0,0.0,Ok,0.6153846153846154,1965,0,47.6303,-122.215,297.28725380899294,1872.723894463025,148.64362690449647,148.64362690449647,314.9386845039019,1872.723894463025
62,1040000.0,5.0,3.25,1.0,0.0,0.0,Buena,0.8461538461538461,1973,0,47.6525,-122.16,443.1438127090301,4653.846153846154,285.2099591230026,157.9338535860275,327.9450018580454,3615.477517651431
63,325000.0,3.0,2.0,1.0,0.0,0.0,Buena,0.5384615384615384,1972,0,47.7362,-122.179,117.05685618729098,521.3675213675214,117.05685618729098,0.0,152.35971757710888,440.8212560386474
64,571000.0,4.0,2.0,1.5,0.0,0.0,Buena,0.5384615384615384,1916,0,47.7168,-122.287,255.4812337421033,725.2879970271275,209.03010033444818,46.45113340765515,140.28242289111856,725.2879970271275
65,360000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,2005,0,47.3608,-122.036,221.1073950204385,464.5113340765515,221.1073950204385,0.0,224.8234856930509,464.5113340765515
66,349000.0,3.0,2.5,1.0,0.0,0.0,Buena,0.5384615384615384,1965,0,47.3511,-122.073,166.29505759940542,4694.258639910814,101.26347082868823,65.03158677071721,180.23039762170197,4694.258639910814
67,832500.0,4.0,4.0,2.0,0.0,0.0,Buena,0.7692307692307693,1986,0,47.5822,-121.987,193.03606236421123,3261.055369751022,222.03641768859163,96.61835748792271,301.0033444816054,3253.4373838721667
68,380000.0,4.0,1.75,1.0,0.0,0.0,Ok,0.5384615384615384,1956,0,47.6034,-122.125,163.50798959494614,678.1865477517651,81.75399479747307,81.75399479747307,156.0758082497213,696.7670011148273
69,480000.0,3.0,1.0,1.0,0.0,0.0,Ok,0.5384615384615384,1941,0,47.5636,-122.394,96.61835748792271,470.0854700854701,96.61835748792271,0.0,82.68301746562616,470.0854700854701
70,410000.0,3.0,1.0,1.0,0.0,0.0,Buena,0.5384615384615384,1956,0,47.7073,-122.34,130.99219620958752,470.0854700854701,84.54106280193237,46.45113340765515,104.97956150130064,528.8926049795615
71,720000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.7692307692307693,2002,0,47.342,-122.025,320.51282051282055,3686.6406540319585,320.51282051282055,0.0,311.2225938312895,3692.8651059085846
72,390000.0,3.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,2003,0,47.3512,-122.008,218.32032701597922,473.80156075808253,218.32032701597922,0.0,218.32032701597922,1175.8918099076955
73,360000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.5384615384615384,1992,0,47.349,-122.031,176.51430694908956,547.1014492753624,176.51430694908956,0.0,173.72723894463027,595.0390189520625
74,355000.0,2.0,1.0,1.0,0.0,0.0,Ok,0.5384615384615384,1948,0,47.5474,-122.291,187.66257896692682,624.3032329988852,93.83128948346341,93.83128948346341,159.7918989223337,624.3032329988852
75,356000.0,3.0,1.5,1.0,0.0,0.0,Ok,0.6153846153846154,1964,0,47.4811,-122.149,156.0758082497213,809.3645484949833,156.0758082497213,0.0,171.86919360832405,817.2612411742847
76,315000.0,3.0,1.0,1.0,0.0,0.0,Ok,0.46153846153846156,1952,0,47.7264,-122.31,89.18617614269789,616.3136380527685,89.18617614269789,0.0,145.85655890003716,669.1750278706801
77,305000.0,5.0,2.25,1.0,0.0,0.0,Buena,0.5384615384615384,1961,0,47.2909,-122.189,247.1200297287254,780.3790412486065,247.1200297287254,0.0,147.71460423634338,758.5470085470085
78,461000.0,3.0,3.25,2.0,0.0,0.0,Ok,0.6923076923076923,2006,0,47.5228,-122.199,257.3392790784095,583.2404310665181,183.9464882943144,73.39279078409514,176.51430694908956,682.7387588257154
79,215000.0,2.0,2.25,2.0,0.0,0.0,Buena,0.5384615384615384,1979,0,47.518,-122.194,149.5726495726496,189.520624303233,149.5726495726496,0.0,181.1594202898551,188.12709030100336
80,1099880.0,5.0,2.75,2.0,0.0,0.0,Buena,0.7692307692307693,2001,0,47.6506,-122.391,327.0159791898923,590.2081010776664,327.0159791898923,0.0,234.11371237458195,580.6391675956894
81,153000.0,3.0,1.0,1.0,0.0,0.0,Ok,0.5384615384615384,1962,0,47.322,-122.351,111.48272017837236,975.4738015607581,111.48272017837236,0.0,125.4180602006689,975.4738015607581
82,430000.0,3.0,1.5,1.0,0.0,0.0,Ok,0.6153846153846154,1939,0,47.687,-122.386,146.78558156819028,464.5113340765515,119.84392419175029,26.941657376439988,145.85655890003716,418.06020066889636
83,700000.0,3.0,1.5,1.0,0.0,0.0,Ok,0.6153846153846154,1939,0,47.687,-122.386,146.78558156819028,464.5113340765515,119.84392419175029,26.941657376439988,145.85655890003716,418.06020066889636
84,905000.0,4.0,2.5,1.0,0.0,0.0,Ok,0.5384615384615384,1946,1991,47.5873,-122.249,306.577480490524,952.2482348569306,222.03641768859163,84.54106280193237,181.1594202898551,561.5942028985507
85,247500.0,3.0,1.75,1.0,0.0,0.0,Ok,0.5384615384615384,2014,0,47.3576,-122.277,182.0884429580082,1456.8004459308809,182.0884429580082,0.0,162.57896692679302,1450.7617985878856
86,199000.0,4.0,1.5,1.0,0.0,0.0,Buena,0.5384615384615384,1975,0,47.3036,-122.378,107.76662950575995,594.5745076179859,107.76662950575995,27.05194546503057,107.76662950575995,594.5745076179859
87,314000.0,3.0,1.75,1.0,0.0,0.0,Buena,0.5384615384615384,1980,0,47.4109,-121.958,168.15310293571164,3883.3147528799705,112.41174284652546,55.74136008918618,153.288740245262,12545.150501672242
88,437500.0,3.0,2.5,2.0,0.0,2.0,Ok,0.6923076923076923,1992,0,47.4838,-121.714,215.5332590115199,3423.1698253437385,215.5332590115199,0.0,236.90078037904127,3257.6179858788555
89,850830.0,3.0,2.5,1.5,0.0,0.0,Buena,0.6923076923076923,1910,0,47.6415,-122.315,192.30769230769232,1230.1189149015236,117.98587885544408,74.32181345224824,204.38498699368265,418.06020066889636
90,555000.0,3.0,2.0,1.5,0.0,0.0,Buena,0.5384615384615384,1929,0,47.6775,-122.372,183.9464882943144,323.1140839836492,133.77926421404683,50.16722408026756,149.5726495726496,323.1140839836492
91,699950.0,3.0,2.25,2.0,0.0,0.0,Buena,0.6153846153846154,1983,0,47.7731,-122.08,203.45596432552955,9995.633593459681,203.45596432552955,0.0,238.75882571534746,4438.59160163508
92,1088000.0,3.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,2014,2010,47.5814,-122.196,271.27461910070605,753.7160906726125,271.27461910070605,0.0,220.1783723522854,753.7160906726125
93,290000.0,3.0,1.0,1.0,0.0,0.0,Ok,0.5384615384615384,1954,0,47.4375,-122.184,112.41174284652546,3151.15198810851,112.41174284652546,0.0,152.35971757710888,1385.1727982162765
94,375000.0,3.0,2.5,1.0,0.0,0.0,Buena,0.6153846153846154,1978,0,47.4431,-122.133,217.3913043478261,929.4871794871796,135.63730955035302,81.75399479747307,209.03010033444818,758.2683017465627
95,460000.0,3.0,1.0,1.5,0.0,0.0,Buena,0.5384615384615384,1939,0,47.6878,-122.38,155.1467855815682,372.07357859531777,108.69565217391305,46.45113340765515,115.19881085098477,372.07357859531777
96,188500.0,2.0,1.75,1.0,0.0,0.0,Buena,0.6153846153846154,1985,0,47.3813,-122.322,115.19881085098477,231.60535117056858,115.19881085098477,0.0,117.98587885544408,461.352657004831
97,680000.0,4.0,2.5,2.0,0.0,0.0,Buena,0.7692307692307693,1991,0,47.7304,-122.082,291.7131178000743,2604.700854700855,291.7131178000743,27.05194546503057,277.77777777777777,3251.672240802676
98,470000.0,5.0,1.75,2.0,0.0,0.0,Buena,0.5384615384615384,1942,0,47.6417,-122.109,188.5916016350799,1146.5997770345598,188.5916016350799,0.0,232.25566703827576,876.3470828688221
99,597750.0,4.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,1984,0,47.5386,-122.053,214.60423634336678,894.0914158305463,214.60423634336678,0.0,180.23039762170197,895.20624303233
100,570000.0,3.0,1.75,1.0,0.0,0.0,Buena,0.46153846153846156,1905,0,47.6823,-122.349,117.05685618729098,309.17874396135267,65.03158677071721,52.02526941657377,128.2051282051282,328.5024154589372
101,272500.0,3.0,1.75,1.0,0.0,0.0,Buena,0.5384615384615384,1980,0,47.3624,-122.031,143.06949089557787,1170.5685618729099,107.76662950575995,35.30286138981791,143.06949089557787,1082.8688219992569
102,329950.0,3.0,1.75,1.0,0.0,2.0,Ok,0.5384615384615384,1971,0,47.5474,-122.295,193.23671497584542,554.5336306205871,100.33444816053512,92.9022668153103,194.1657376439985,510.9624674842066
103,480000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.6923076923076923,2001,0,47.3183,-122.253,300.0743218134523,1502.322556670383,234.11371237458195,65.9606094388703,245.26198439241918,791.2486064659978
104,740500.0,3.0,3.5,2.0,0.0,0.0,Ok,0.6153846153846154,1900,1999,47.6981,-122.368,406.9119286510591,589.9293942772204,258.26830174656266,148.64362690449647,170.01114827201783,589.9293942772204
105,518500.0,3.0,3.5,3.0,0.0,0.0,Ok,0.6153846153846154,2010,0,47.6824,-122.347,147.71460423634338,102.37829803047195,147.71460423634338,27.05194546503057,150.5016722408027,294.1285767372724
106,205425.0,2.0,1.0,1.0,0.0,0.0,Buena,0.46153846153846156,1945,0,47.5009,-122.248,81.75399479747307,629.8773690078038,165.98595569232745,0.0,110.55369751021925,629.8773690078038
107,171800.0,4.0,2.0,1.0,0.0,0.0,Ok,0.46153846153846156,1950,0,47.4965,-122.303,145.85655890003716,891.8617614269789,145.85655890003716,0.0,174.65626161278337,836.1204013377927
108,535000.0,4.0,1.0,1.5,0.0,0.0,Buena,0.5384615384615384,1925,0,47.587,-122.294,149.5726495726496,277.0345596432553,149.5726495726496,0.0,184.40631378897334,375.32515793385363
109,660000.0,3.0,2.5,1.0,0.0,2.0,Ok,0.6153846153846154,1964,0,47.7728,-122.386,222.96544035674472,601.4492753623189,144.92753623188406,78.03790412486065,217.3913043478261,1008.5470085470087
110,391500.0,3.0,2.0,1.0,0.0,0.0,Ok,0.5384615384615384,1987,0,47.7288,-122.226,134.70828688219993,848.3835005574136,134.70828688219993,0.0,146.78558156819028,845.7822370865849
111,395000.0,2.0,1.0,1.0,0.0,0.0,Ok,0.46153846153846156,1953,0,47.6999,-122.364,71.53474544778894,557.4136008918618,71.53474544778894,0.0,158.8628762541806,557.4136008918618
112,770000.0,3.0,2.25,2.0,0.0,0.0,Ok,0.6923076923076923,1990,0,47.6897,-122.098,270.34559643255295,947.9747305834263,270.34559643255295,0.0,250.8361204013378,1299.8885172798216
113,1450000.0,4.0,2.75,1.5,0.0,0.0,Ok,0.6153846153846154,1914,1992,47.6141,-122.212,255.4812337421033,1652.6384243775549,183.9464882943144,71.53474544778894,284.2809364548495,1047.4730583426235
114,445000.0,3.0,2.25,1.0,0.0,2.0,Ok,0.6153846153846154,1967,0,47.5091,-122.244,195.09476031215164,761.8914901523598,150.5016722408027,44.593088071348944,247.1200297287254,809.3645484949833
115,260000.0,4.0,2.25,1.0,0.0,0.0,Ok,0.6153846153846154,1978,0,47.3129,-122.39,200.66889632107024,818.561872909699,126.34708286882201,74.32181345224824,194.1657376439985,780.3790412486065
116,822500.0,5.0,3.5,2.0,0.0,0.0,Buena,0.5384615384615384,1926,0,47.6763,-122.352,215.5332590115199,460.7952434039391,159.7918989223337,55.74136008918618,157.9338535860275,460.7952434039391
117,430000.0,4.0,2.5,2.0,0.0,0.0,Ok,0.5384615384615384,2004,0,47.5319,-121.85,192.30769230769232,400.4087699739874,192.30769230769232,0.0,183.01746562616128,348.197696023783
118,212000.0,3.0,1.75,1.0,0.0,0.0,Buena,0.5384615384615384,1986,0,47.2761,-122.152,98.47640282422891,731.6053511705686,98.47640282422891,0.0,184.40631378897334,713.4894091415831
119,660500.0,4.0,2.25,1.0,0.0,0.0,Ok,0.6153846153846154,1986,0,47.5343,-122.054,186.7335562987737,892.1404682274248,133.77926421404683,52.95429208472687,191.37866963953923,909.7918989223338
120,784000.0,3.0,3.5,1.5,0.0,0.0,Ok,0.6923076923076923,1989,0,47.697,-122.072,366.96395392047566,10319.397993311037,228.53957636566332,138.42437755481234,230.39762170196954,8221.850613154962
121,453246.0,3.0,2.5,2.0,0.0,0.0,Ok,0.6153846153846154,2014,0,47.5517,-121.998,193.03606236421123,212.46748420661464,129.13415087328133,57.599405425492385,157.00483091787441,154.40356744704573
122,675000.0,4.0,3.5,3.0,0.0,0.0,Ok,0.6923076923076923,2014,0,47.6734,-122.38,198.81085098476404,211.63136380527686,198.81085098476404,0.0,143.06949089557787,212.28167967298404
123,199000.0,3.0,1.75,1.0,0.0,0.0,Buena,0.5384615384615384,1956,0,47.3257,-122.296,122.63099219620959,1615.5704199182462,122.63099219620959,0.0,143.99851356373097,1789.7621701969529
124,220000.0,4.0,1.75,1.0,0.0,0.0,Ok,0.5384615384615384,1968,0,47.3309,-122.299,187.66257896692682,728.3537718320327,93.83128948346341,93.83128948346341,162.57896692679302,756.2244518766258
125,452000.0,4.0,2.25,1.0,0.0,0.0,Buena,0.6153846153846154,1968,0,47.7689,-122.266,240.61687105165367,929.2084726867336,124.4890375325158,116.12783351913788,143.99851356373097,969.5280564845783
126,382500.0,2.0,1.0,1.0,0.0,0.0,Ok,0.46153846153846156,1981,0,47.7135,-122.287,110.55369751021925,412.4860646599777,110.55369751021925,0.0,98.47640282422891,1175.8918099076955
127,519950.0,3.0,2.25,3.0,0.0,0.0,Ok,0.6153846153846154,2014,0,47.6722,-122.381,108.69565217391305,116.03493125232256,108.69565217391305,0.0,125.4180602006689,121.7019695280565
128,665000.0,2.0,1.0,1.0,0.0,0.0,Ok,0.5384615384615384,1925,0,47.6338,-122.358,103.12151616499443,297.28725380899294,103.12151616499443,0.0,108.69565217391305,334.4481605351171
129,527700.0,5.0,2.5,1.0,0.0,0.0,Buena,0.6153846153846154,1968,0,47.5707,-122.128,261.98439241917504,870.958751393534,143.99851356373097,117.98587885544408,261.98439241917504,870.958751393534
130,205000.0,3.0,1.0,1.0,0.0,0.0,Buena,0.5384615384615384,1962,0,47.4563,-122.171,149.5726495726496,797.0085470085471,93.83128948346341,55.74136008918618,149.5726495726496,797.0085470085471
131,420000.0,3.0,1.0,1.0,0.0,0.0,Buena,0.5384615384615384,1923,0,47.7144,-122.351,98.47640282422891,752.2296544035675,87.32813080639168,11.148272017837236,144.92753623188406,737.6439985135638
132,500000.0,4.0,2.25,1.0,0.0,0.0,Buena,0.6153846153846154,1961,0,47.5495,-122.174,188.5916016350799,791.2486064659978,128.2051282051282,60.38647342995169,207.17205499814196,819.769602378298
133,921500.0,4.0,2.5,2.0,0.0,0.0,Buena,0.6923076923076923,1994,0,47.7421,-122.026,340.9513192121888,29298.95949461167,340.9513192121888,0.0,263.8424377554812,8174.563359345969
134,890000.0,4.0,1.0,2.0,0.0,0.0,Ok,0.6153846153846154,1905,0,47.6354,-122.353,236.90078037904127,371.6090672612412,220.1783723522854,16.722408026755854,204.38498699368265,371.6090672612412
135,430000.0,2.0,2.5,2.0,0.0,0.0,Ok,0.5384615384615384,2007,0,47.5262,-121.943,224.8234856930509,5665.551839464883,224.8234856930509,0.0,180.23039762170197,18008.361204013378
